ID,"Batch ID","Total Price",Title,Description
24074,9e118f42-8814-4e2c-a7ba-0eccd86ee68f,424.00,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 31/03 - 02/04 ➥ 212 €/P 3 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24374,9e119040-dc36-4cbe-a342-11e407782418,424.00,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 31/03 - 02/04 ➥ 212 €/P 3 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24233,9e118fb2-5cc4-4285-b6ef-9ad88e56f3cd,435.00,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 31/03 - 02/04 ➥ 217.5 €/P 3 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24345,9e119040-e068-423f-938a-81ecf24a4b79,439.96,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 31/03 - 02/04 ➥ 219.98 €/P 3 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24125,9e118f42-8d93-4a2b-b99e-5b4b72b30324,439.96,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 31/03 - 02/04 ➥ 219.98 €/P 3 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24200,9e118fb2-65b5-42e7-9f29-03a14444ff8e,439.96,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 31/03 - 02/04 ➥ 219.98 €/P 3 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24260,9e118fb2-5eef-44c4-a45b-483c01cebaf4,505.00,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 30/03 - 02/04 ➥ 252.5 €/P 4 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24076,9e118f42-8937-468b-8e36-f93b624d9e67,505.00,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 30/03 - 02/04 ➥ 252.5 €/P 4 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24251,9e118fb2-5ed0-4510-9fba-f946a87f51ba,520.08,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 31/03 - 03/04 ➥ 260.04 €/P 4 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24042,9e118f42-892d-4fd2-8455-80c3bf2cb04b,520.08,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 31/03 - 03/04 ➥ 260.04 €/P 4 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24392,9e119040-dd20-4a54-8fd9-fcfd28777dce,520.08,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 31/03 - 03/04 ➥ 260.04 €/P 4 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24444,9e119040-e082-4d04-8fe4-4019280c124a,522.96,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 30/03 - 02/04 ➥ 261.48 €/P 4 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24147,9e118f42-8d9c-4414-b3eb-7f8ef2a9a74a,531.96,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 31/03 - 03/04 ➥ 265.98 €/P 4 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24316,9e118fb2-65c5-41a2-a3fe-1cf4bf22701c,531.96,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 31/03 - 03/04 ➥ 265.98 €/P 4 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24435,9e119040-e073-40c1-83c4-d823fe0da542,565.96,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 31/03 - 03/04 ➥ 282.98 €/P 4 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24490,9e119040-dd29-46e8-bd3e-12a444ede18c,648.00,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 30/03 - 02/04 ➥ 324 €/P 4 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24114,9e118f42-8da2-4515-bdc2-b0f29734460b,763.96,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 30/03 - 02/04 ➥ 381.98 €/P 4 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
24342,9e118fb2-65d0-4dab-9116-226593ff23c0,886.56,"
❣️ Haowdwa ne Milano Nga Paris ❣️","
✈️ 30/03 - 02/04 ➥ 443.28 €/P 4 Nete
Te Perfshira :
✅ Bilete Vajtje - Ardhje nga Milano
✅ Cante 10 Kg
✅ Taksa Aeroportuale
✅ Akomodim ne Hotel
✅ Me Mengjes
------- ⭐ Whatsaap ose Instagram Per Info ⭐-------
📫 Zyrat Tona
📍 Tiranë , Tek kryqëzimi i Rrugës Muhamet Gjollesha me Myslym Shyrin.
📞 +355694767427
📍 Durres : Rruga Aleksander Goga , Perballe shkolles Eftali Koci
📞 +355699868907"
